obsID,precinct,zone,group,mail.pp,phone.pp,lit.pp,text.pp,applied,mail.apply,phone.apply,lit.apply,text.apply,voted,mail.voted,phone.voted,lit.voted,text.voted
12605,Westtown 5,6,5,Y,Y,N,N,N,N,N,N,N,polls,N,N,N,N
12606,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12607,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12608,Westtown 3,6,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12609,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12610,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12611,Westtown 3,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12612,Westtown 3,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12613,Westtown 3,6,9,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12614,Westtown 2,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12615,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12616,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12617,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12618,Westtown 1,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12619,Westtown 1,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12620,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12621,Westtown 5,6,8,N,Y,Y,N,N,N,N,N,N,polls,N,N,N,N
12622,Westtown 5,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12623,Westtown 5,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12624,Westtown 2,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12625,Westtown 3,6,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12626,Westtown 3,6,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12627,Westtown 3,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12628,Westtown 3,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12629,Westtown 3,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12630,Westtown 5,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12631,Westtown 3,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12632,Westtown 3,6,10,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12633,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12634,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12635,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12636,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12637,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12638,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12639,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12640,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12641,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12642,Westtown 2,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12643,Westtown 4,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12644,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12645,Westtown 1,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12646,Westtown 3,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12647,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12648,Westtown 2,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12649,Westtown 3,6,8,N,Y,Y,N,N,N,N,N,N,polls,N,N,N,N
12650,Westtown 5,6,8,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12651,Westtown 5,6,8,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12652,Westtown 2,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12653,Westtown 2,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12654,Westtown 5,6,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
12655,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12656,Westtown 1,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12657,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12658,Westtown 3,6,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
12659,Westtown 2,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12660,Westtown 1,6,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12661,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12662,Westtown 3,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12663,Westtown 3,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12664,Westtown 1,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12665,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12666,Westtown 1,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12667,Westtown 1,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12668,Westtown 2,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12669,Westtown 2,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12670,Westtown 3,6,10,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12671,Westtown 1,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12672,Westtown 4,6,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12673,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12674,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12675,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12676,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12677,Westtown 3,6,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12678,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12679,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12680,Westtown 3,6,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12681,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12682,Westtown 4,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12683,Westtown 5,6,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12684,Westtown 2,6,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
12685,Westtown 4,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12686,Westtown 5,6,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12687,Westtown 5,6,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12688,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12689,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12690,Westtown 2,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12691,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12692,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12693,Westtown 3,6,9,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12694,Westtown 3,6,9,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12695,Westtown 3,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12696,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12697,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12698,Westtown 4,6,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12699,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12700,Westtown 5,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12701,Westtown 5,6,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
12702,Westtown 2,6,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
12703,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12704,Westtown 2,6,10,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12705,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12706,Westtown 2,6,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12707,Westtown 5,6,8,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12708,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12709,Westtown 3,6,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12710,Westtown 2,6,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12711,Westtown 5,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12712,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12713,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12714,Westtown 1,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12715,Westtown 1,6,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
12716,Westtown 1,6,9,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12717,Westtown 1,6,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12718,Westtown 5,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12719,Westtown 3,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12720,Westtown 2,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12721,Westtown 4,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12722,Westtown 4,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12723,Westtown 1,6,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12724,Westtown 5,6,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12725,Westtown 1,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12726,Westtown 3,6,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12727,Westtown 3,6,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12728,Westtown 1,6,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12729,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12730,Westtown 4,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12731,Westtown 1,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12732,Westtown 4,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12733,Westtown 1,6,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12734,Westtown 2,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12735,Westtown 5,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12736,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12737,Westtown 2,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12738,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12739,Westtown 2,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12740,Westtown 4,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12741,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12742,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12743,Westtown 2,6,9,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12744,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12745,Westtown 3,6,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12746,Westtown 3,6,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12747,Westtown 5,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12748,Westtown 5,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12749,Westtown 5,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12750,Westtown 4,6,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12751,Westtown 4,6,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12752,Westtown 1,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12753,Westtown 1,6,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12754,Westtown 2,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12755,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12756,Westtown 2,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12757,Westtown 2,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12758,Westtown 1,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12759,Westtown 1,6,8,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12760,Westtown 3,6,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12761,Westtown 1,6,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12762,Westtown 4,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12763,Westtown 2,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12764,Westtown 3,6,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
12765,Westtown 4,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12766,Westtown 4,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12767,Westtown 4,6,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12768,Westtown 4,6,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12769,Westtown 4,6,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12770,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12771,Westtown 3,6,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12772,Westtown 5,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12773,Westtown 1,6,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12774,Westtown 3,6,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12775,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12776,Westtown 5,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12777,Westtown 4,6,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12778,Westtown 1,6,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
12779,Westtown 4,6,8,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12780,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12781,Westtown 1,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12782,Westtown 1,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12783,Westtown 4,6,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12784,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12785,Westtown 4,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12786,Westtown 3,6,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12787,Westtown 3,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12788,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12789,Westtown 2,6,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
12790,Westtown 2,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12791,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12792,Westtown 2,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12793,Westtown 2,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12794,Westtown 2,6,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12795,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12796,Westtown 2,6,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12797,Westtown 2,6,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12798,Westtown 1,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12799,Westtown 1,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12800,Westtown 1,6,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12801,Westtown 3,6,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
12802,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12803,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12804,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12805,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12806,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12807,Westtown 4,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12808,Westtown 4,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12809,Westtown 4,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12810,Westtown 3,6,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12811,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12812,Westtown 5,6,3,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12813,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12814,Westtown 2,6,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
12815,Westtown 3,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12816,Westtown 3,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12817,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12818,Westtown 3,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12819,Westtown 4,6,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12820,Westtown 2,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12821,Westtown 2,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12822,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12823,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12824,Westtown 4,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12825,Westtown 2,6,10,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
12826,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12827,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12828,Westtown 2,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12829,Westtown 5,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12830,Westtown 4,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12831,Westtown 4,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12832,Westtown 5,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12833,Westtown 3,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12834,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12835,Westtown 4,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12836,Westtown 1,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12837,Westtown 1,6,9,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12838,Westtown 5,6,6,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12839,Westtown 4,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12840,Westtown 4,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12841,Westtown 4,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12842,Westtown 3,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12843,Westtown 3,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12844,Westtown 5,6,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12845,Westtown 4,6,6,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12846,Westtown 1,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12847,Westtown 2,6,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12848,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12849,Westtown 3,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12850,Westtown 2,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12851,Westtown 2,6,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
12852,Westtown 5,6,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12853,Westtown 4,6,5,Y,Y,N,N,N,N,N,N,N,polls,N,N,N,N
12854,Westtown 2,6,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12855,Westtown 1,6,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12856,Westtown 2,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12857,Westtown 5,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12858,Westtown 5,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12859,Westtown 4,6,8,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12860,Westtown 5,6,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12861,Westtown 3,6,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12862,Westtown 4,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12863,Westtown 2,6,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12864,Westtown 2,6,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12865,Westtown 1,6,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12866,Westtown 3,6,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12867,Westtown 4,6,3,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12868,Westtown 2,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12869,Westtown 3,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12870,Westtown 4,6,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12871,Westtown 4,6,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12872,Westtown 4,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12873,Westtown 2,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12874,Westtown 5,6,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12875,Westtown 3,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12876,Westtown 2,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12877,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12878,Westtown 3,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12879,Westtown 4,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12880,Westtown 3,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12881,Westtown 5,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12882,Westtown 4,6,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12883,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12884,Westtown 4,6,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12885,Westtown 4,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12886,Westtown 2,6,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12887,Westtown 2,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12888,Westtown 3,6,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12889,Westtown 1,6,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12890,Westtown 4,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12891,Westtown 4,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12892,Westtown 2,6,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12893,Westtown 4,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12894,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12895,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12896,Westtown 2,6,9,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12897,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12898,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12899,Westtown 1,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12900,Westtown 1,6,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12901,Westtown 1,6,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12902,Westtown 2,6,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12903,Westtown 4,6,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
12904,Westtown 1,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12905,Westtown 1,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12906,Westtown 1,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12907,Westtown 1,6,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12908,Westtown 1,6,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
12909,Westtown 4,6,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
12910,Westtown 4,6,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
12911,Westtown 3,6,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12912,Westtown 2,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12913,Westtown 2,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12914,Westtown 3,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12915,Westtown 3,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12916,Westtown 3,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12917,Westtown 2,6,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
12918,Westtown 1,6,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12919,Westtown 1,6,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12920,Westtown 5,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12921,Westtown 2,6,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
12922,Westtown 4,6,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12923,Westtown 1,6,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12924,Westtown 1,6,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12925,Westtown 4,6,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
12926,Westtown 5,6,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
12927,Westtown 1,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
12928,Westtown 3,6,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
