obsID,precinct,zone,group,mail.pp,phone.pp,lit.pp,text.pp,applied,mail.apply,phone.apply,lit.apply,text.apply,voted,mail.voted,phone.voted,lit.voted,text.voted
1507,East Nottingham East,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1508,East Nottingham East,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1509,East Nottingham East,3,6,Y,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1510,London Britain,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1511,London Britain,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1512,Franklin,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1513,East Nottingham East,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1514,East Nottingham East,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1515,Franklin,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1516,London Britain,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1517,London Britain,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1518,Franklin,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1519,East Nottingham West,3,10,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1520,East Nottingham West,3,10,N,N,Y,Y,N,N,N,N,N,polls,N,N,N,N
1521,East Nottingham East,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1522,East Nottingham West,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1523,London Britain,3,8,N,Y,Y,N,N,N,N,N,N,polls,N,N,N,N
1524,London Britain,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1525,East Nottingham East,3,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1526,East Nottingham East,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1527,East Nottingham East,3,10,N,N,Y,Y,N,N,N,N,N,polls,N,N,N,N
1528,East Nottingham West,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1529,Franklin,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1530,Elk,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1531,East Nottingham East,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1532,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1533,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1534,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1535,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1536,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1537,London Britain,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1538,London Britain,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1539,London Britain,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1540,London Britain,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1541,Highland,3,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1542,Franklin,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1543,Franklin,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1544,East Nottingham East,3,9,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1545,East Nottingham West,3,9,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1546,London Britain,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1547,East Nottingham East,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1548,London Britain,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1549,Elk,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1550,Highland,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1551,East Nottingham East,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1552,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1553,Franklin,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1554,Franklin,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1555,East Nottingham West,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1556,East Nottingham West,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1557,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1558,Franklin,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1559,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1560,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1561,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1562,East Nottingham East,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1563,London Britain,3,10,N,N,Y,Y,N,N,N,N,N,polls,N,N,N,N
1564,East Nottingham West,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1565,East Nottingham East,3,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1566,Highland,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1567,East Nottingham West,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1568,Franklin,3,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1569,Franklin,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1570,London Britain,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1571,Elk,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1572,East Nottingham East,3,4,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1573,London Britain,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1574,Franklin,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1575,Franklin,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1576,East Nottingham East,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1577,East Nottingham West,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1578,East Nottingham West,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1579,Franklin,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1580,East Nottingham West,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1581,London Britain,3,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1582,Franklin,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1583,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1584,Franklin,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1585,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1586,East Nottingham West,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1587,East Nottingham East,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1588,Franklin,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1589,Franklin,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1590,Franklin,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1591,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1592,Franklin,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1593,London Britain,3,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1594,London Britain,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1595,East Nottingham West,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1596,Highland,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1597,East Nottingham East,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1598,East Nottingham West,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1599,Franklin,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1600,East Nottingham East,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1601,East Nottingham West,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1602,East Nottingham West,3,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1603,East Nottingham West,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1604,London Britain,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1605,Franklin,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1606,London Britain,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1607,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1608,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1609,London Britain,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1610,East Nottingham West,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1611,East Nottingham East,3,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1612,Franklin,3,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1613,Franklin,3,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1614,London Britain,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1615,London Britain,3,8,N,Y,Y,N,N,N,N,N,N,polls,N,N,N,N
1616,London Britain,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1617,London Britain,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1618,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1619,Franklin,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1620,East Nottingham West,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1621,East Nottingham East,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1622,East Nottingham East,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1623,East Nottingham East,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1624,East Nottingham East,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1625,Elk,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1626,Franklin,3,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1627,Franklin,3,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1628,Franklin,3,7,Y,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1629,Franklin,3,6,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1630,Franklin,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1631,Franklin,3,10,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1632,Franklin,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1633,Franklin,3,4,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1634,Franklin,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1635,London Britain,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1636,London Britain,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1637,Franklin,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1638,Elk,3,10,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1639,Elk,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1640,London Britain,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1641,London Britain,3,2,N,Y,N,N,N,N,N,N,N,polls,N,N,N,N
1642,London Britain,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1643,London Britain,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1644,East Nottingham West,3,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1645,London Britain,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1646,London Britain,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1647,Highland,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1648,London Britain,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1649,London Britain,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1650,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1651,Franklin,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1652,East Nottingham East,3,10,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
1653,East Nottingham East,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1654,East Nottingham East,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1655,East Nottingham West,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1656,Franklin,3,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1657,Franklin,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1658,Franklin,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1659,East Nottingham East,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1660,Highland,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1661,Franklin,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1662,Elk,3,9,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N
1663,Franklin,3,6,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1664,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1665,East Nottingham East,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1666,East Nottingham West,3,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1667,East Nottingham East,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1668,Franklin,3,3,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1669,Elk,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1670,Franklin,3,4,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1671,Franklin,3,4,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1672,Franklin,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1673,Franklin,3,8,N,Y,N,N,N,N,N,N,N,polls,N,N,N,N
1674,East Nottingham West,3,9,N,Y,N,N,N,N,N,N,N,polls,N,N,N,N
1675,East Nottingham West,3,9,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1676,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1677,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1678,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1679,East Nottingham West,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1680,East Nottingham East,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
1681,London Britain,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1682,Franklin,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1683,Franklin,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1684,East Nottingham East,3,10,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
1685,London Britain,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1686,Franklin,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1687,East Nottingham East,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1688,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1689,London Britain,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1690,London Britain,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1691,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1692,East Nottingham East,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1693,Franklin,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1694,Franklin,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1695,East Nottingham West,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1696,London Britain,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1697,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1698,East Nottingham West,3,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1699,East Nottingham West,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1700,East Nottingham West,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1701,Elk,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1702,Elk,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1703,Franklin,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1704,Franklin,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1705,East Nottingham West,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1706,East Nottingham West,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1707,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1708,East Nottingham West,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1709,Franklin,3,9,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N
1710,East Nottingham West,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1711,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1712,London Britain,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1713,Franklin,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1714,Franklin,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1715,London Britain,3,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1716,London Britain,3,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1717,London Britain,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1718,Elk,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1719,East Nottingham East,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1720,Elk,3,8,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1721,Elk,3,9,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1722,Highland,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1723,East Nottingham West,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1724,Highland,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1725,Franklin,3,5,Y,Y,N,N,N,N,N,N,N,polls,N,N,N,N
1726,Franklin,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1727,East Nottingham East,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1728,London Britain,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1729,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1730,East Nottingham West,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1731,East Nottingham West,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1732,East Nottingham West,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1733,Highland,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1734,East Nottingham West,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
1735,East Nottingham East,3,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1736,East Nottingham West,3,5,Y,Y,N,N,N,N,N,N,N,polls,N,N,N,N
1737,East Nottingham East,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1738,East Nottingham East,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
1739,East Nottingham East,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1740,East Nottingham East,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1741,East Nottingham East,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1742,Highland,3,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1743,East Nottingham East,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1744,London Britain,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1745,Franklin,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1746,Franklin,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1747,Franklin,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1748,Franklin,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1749,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1750,Franklin,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1751,East Nottingham East,3,10,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
1752,Franklin,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1753,Franklin,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1754,London Britain,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1755,Franklin,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1756,London Britain,3,8,N,Y,Y,N,N,N,N,N,N,polls,N,N,N,N
1757,London Britain,3,9,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
1758,East Nottingham East,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1759,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1760,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1761,London Britain,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1762,London Britain,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1763,London Britain,3,6,Y,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1764,East Nottingham East,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1765,London Britain,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1766,London Britain,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1767,London Britain,3,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1768,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1769,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1770,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1771,East Nottingham East,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1772,Highland,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1773,Franklin,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1774,East Nottingham East,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1775,East Nottingham East,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1776,Franklin,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1777,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1778,Highland,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1779,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1780,London Britain,3,10,N,N,Y,Y,N,N,N,N,N,polls,N,N,N,N
1781,London Britain,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1782,Highland,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1783,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1784,East Nottingham East,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1785,Elk,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1786,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1787,Elk,3,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1788,Franklin,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1789,Franklin,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1790,East Nottingham West,3,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1791,London Britain,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1792,London Britain,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1793,Franklin,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1794,Franklin,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1795,Franklin,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1796,Franklin,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1797,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1798,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1799,Highland,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1800,East Nottingham West,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1801,Franklin,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1802,Franklin,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1803,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1804,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1805,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1806,East Nottingham East,3,2,N,Y,N,N,N,N,N,N,N,polls,N,N,N,N
1807,East Nottingham East,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
1808,London Britain,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1809,Elk,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1810,Elk,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1811,East Nottingham East,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1812,East Nottingham East,3,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1813,East Nottingham East,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1814,Franklin,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1815,Highland,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1816,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1817,London Britain,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1818,London Britain,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1819,London Britain,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1820,Elk,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1821,Franklin,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1822,Franklin,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1823,East Nottingham West,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1824,East Nottingham West,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1825,Franklin,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1826,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
1827,East Nottingham East,3,10,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
1828,East Nottingham East,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1829,Franklin,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1830,East Nottingham West,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1831,East Nottingham West,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1832,East Nottingham West,3,6,Y,N,Y,N,N,N,N,N,N,polls,N,N,N,N
1833,Franklin,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1834,Franklin,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
1835,East Nottingham East,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
