"","VanID","mail.itt","phone.itt","lit.itt","text.itt","precinct","zone","group","mail.pp","phone.pp","lit.pp","text.pp","applied","mail.apply","phone.apply","lit.apply","text.apply","voted","mail.voted","phone.voted","lit.voted","text.voted","age","sex"
"1",38623,"N","Y","Y","N","Upper Oxford",3,8,"N","Y","N","N","A","Y","Y","X","Y","mail","Y","Y","X","Y",70,"F"
"2",52292,"Y","N","Y","N","Upper Oxford",3,6,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"3",80313,"Y","N","Y","N","London Britain",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"4",81987,"Y","N","N","N","Westtown 1",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"5",90696,"N","N","Y","Y","East Nottingham West",3,10,"N","N","Y","N","B","X","X","X","X","N","N","N","N","N",NA,NA
"6",100621,"Y","Y","N","N","London Grove S",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",53,"F"
"7",106086,"N","N","N","Y","Oxford W",3,4,"N","N","N","Y","N","N","N","N","N","polls","N","N","N","N",48,"F"
"8",109139,"N","N","Y","Y","Westtown 1",6,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"9",109842,"N","N","N","Y","Oxford W",3,4,"N","N","N","Y","N","N","N","N","N","polls","N","N","N","N",61,"F"
"10",115364,"N","N","Y","Y","Franklin",3,10,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",55,"M"
"11",142083,"N","N","N","Y","W Fallowfield",3,4,"N","N","N","Y","B","X","X","X","X","mail","X","X","X","X",58,"F"
"12",226252,"N","Y","N","Y","Oxford E",3,9,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"13",226925,"Y","N","Y","N","Westtown 4",6,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"14",237640,"N","N","Y","Y","Upper Oxford",3,10,"N","N","N","Y","N","N","N","N","N","polls","N","N","N","N",40,"F"
"15",278310,"N","Y","Y","N","Londonderry",3,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"16",308087,"Y","N","N","Y","Londonderry",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",57,"M"
"17",325403,"N","Y","N","Y","Westtown 2",6,9,"N","N","N","N","B","X","X","X","X","mail","X","X","X","X",81,"M"
"18",357998,"N","Y","N","N","W Fallowfield",3,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",70,"F"
"19",365161,"Y","N","Y","N","Westtown 4",6,6,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"20",369611,"Y","N","N","N","Penn",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"21",370191,"Y","N","Y","N","Penn",3,6,"Y","N","N","N","A","Y","Y","X","Y","mail","Y","Y","X","Y",70,"F"
"22",380252,"N","Y","N","N","Birmingham 2",6,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"23",391518,"N","N","Y","Y","Penn",3,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"24",396512,"N","Y","N","Y","East Nottingham West",3,9,"N","N","N","Y","N","N","N","N","N","polls","N","N","N","N",42,"M"
"25",401256,"N","N","Y","Y","Westtown 5",6,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"26",410253,"N","N","Y","Y","Franklin",3,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"27",420527,"Y","N","N","Y","Thornbury 2",6,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"28",421826,"Y","N","Y","N","Westtown 3",6,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"29",424383,"N","N","Y","N","New London",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"30",432181,"Y","Y","N","N","Westtown 4",6,5,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"31",432697,"N","N","Y","N","Oxford W",3,3,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"32",435102,"Y","N","N","Y","London Britain",3,7,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"33",445142,"N","N","Y","N","Birmingham 1",6,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"34",447735,"N","N","Y","N","Birmingham 1",6,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"35",454934,"N","Y","N","Y","Oxford W",3,9,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"36",456385,"N","Y","N","N","Birmingham 1",6,2,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"37",460806,"Y","N","N","Y","New London",3,7,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"38",467593,"N","Y","Y","N","Penn",3,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"39",471986,"N","N","Y","Y","Westtown 3",6,10,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"40",497776,"Y","Y","N","N","W Nottingham",3,5,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"41",508520,"N","N","N","Y","New London",3,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"42",525581,"Y","N","Y","N","Lower Oxford W",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"43",528355,"N","Y","Y","N","Birmingham 1",6,8,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"44",530062,"N","Y","N","Y","W Nottingham",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"45",530091,"N","N","N","Y","Westtown 1",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"46",530105,"N","N","N","Y","Westtown 1",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"47",530118,"N","N","N","Y","Penn",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",83,"M"
"48",530159,"Y","N","Y","N","Penn",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"49",530176,"N","Y","N","Y","Penn",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"50",530184,"Y","N","N","Y","Oxford W",3,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"51",530213,"Y","N","Y","N","New London",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"52",532909,"N","N","Y","N","Westtown 1",6,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"53",532914,"N","Y","N","Y","Oxford W",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",64,"M"
"54",532946,"N","Y","N","Y","New London",3,9,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"55",532949,"Y","Y","N","N","London Britain",3,5,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"56",532950,"N","N","Y","N","Westtown 2",6,3,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"57",532984,"N","Y","Y","N","Oxford W",3,8,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"58",537236,"Y","N","N","N","Westtown 1",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"59",537280,"N","N","Y","Y","Lower Oxford E",3,10,"N","N","Y","Y","B","X","X","X","X","N","N","N","N","N",48,"F"
"60",537388,"Y","N","N","N","West Grove 2",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"61",541282,"N","N","Y","Y","Penn",3,10,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",47,"M"
"62",541286,"N","Y","N","N","Oxford E",3,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",63,"F"
"63",541356,"N","Y","Y","N","Oxford E",3,8,"N","Y","Y","N","N","N","N","N","N","N","N","N","N","N",42,"M"
"64",541367,"Y","N","Y","N","East Nottingham West",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"65",541742,"Y","N","Y","N","London Grove S",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"66",543179,"N","Y","N","N","Westtown 2",6,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"67",544779,"Y","Y","N","N","Upper Oxford",3,5,"Y","Y","N","N","N","N","N","N","N","polls","N","N","N","N",57,"F"
"68",544840,"Y","N","Y","N","Oxford W",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"69",544859,"N","Y","N","Y","Westtown 2",6,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"70",545012,"Y","Y","N","N","East Nottingham West",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",49,"F"
"71",545028,"Y","N","N","Y","West Grove 1",3,7,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"72",545063,"Y","N","Y","N","London Grove S",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"73",548041,"N","Y","N","Y","Londonderry",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",40,"F"
"74",548062,"N","N","Y","N","London Grove S",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"75",548435,"N","Y","Y","N","West Grove 1",3,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"76",548486,"Y","N","N","Y","Westtown 5",6,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"77",548520,"Y","N","Y","N","West Grove 1",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"78",551076,"N","N","Y","Y","London Grove S",3,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"79",551181,"Y","Y","N","N","London Britain",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",40,"F"
"80",551492,"N","N","Y","N","Westtown 2",6,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"81",551531,"N","Y","N","N","West Grove 1",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"82",551587,"Y","N","N","N","Penn",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"83",551601,"N","Y","N","N","East Nottingham East",3,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",37,"F"
"84",554956,"N","N","Y","N","Oxford E",3,3,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"85",554963,"N","Y","Y","N","Penn",3,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"86",555003,"N","N","N","Y","Londonderry",3,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"87",555528,"N","Y","N","N","Westtown 4",6,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"88",555595,"N","Y","Y","N","East Nottingham East",3,8,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"89",557724,"N","Y","N","N","East Nottingham West",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"90",558556,"Y","N","Y","N","West Grove 2",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"91",559293,"Y","Y","N","N","London Britain",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",49,"F"
"92",559320,"Y","N","N","Y","Oxford W",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",39,"F"
"93",559423,"N","Y","N","N","London Grove S",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"94",560130,"Y","N","N","N","Westtown 3",6,1,"Y","N","N","N","B","X","X","X","X","N","N","N","N","N",NA,NA
"95",562595,"Y","Y","N","N","Penn",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",39,"F"
"96",562661,"N","Y","N","Y","East Nottingham West",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"97",562675,"Y","N","N","Y","West Grove 2",3,7,"Y","N","N","Y","N","N","N","N","N","polls","N","N","N","N",74,"M"
"98",563372,"Y","N","N","N","Penn",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"99",566449,"N","N","Y","Y","Oxford W",3,10,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"100",566489,"N","Y","N","N","Elk",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"101",567231,"N","Y","N","Y","London Britain",3,9,"N","N","N","N","B","X","X","X","X","mail","X","X","X","X",68,"F"
"102",567239,"Y","N","N","N","Birmingham 2",6,1,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"103",567325,"N","N","Y","N","Highland",3,3,"N","N","Y","N","B","X","X","X","X","mail","X","X","X","X",73,"F"
"104",569801,"N","Y","N","N","London Grove Ch",3,2,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"105",569826,"Y","N","N","Y","London Grove S",3,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"106",569849,"N","N","Y","N","Westtown 2",6,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"107",571006,"Y","Y","N","N","W Fallowfield",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"108",571018,"N","N","Y","Y","East Nottingham West",3,10,"N","N","Y","Y","N","N","N","N","N","N","N","N","N","N",65,"M"
"109",571091,"N","N","Y","N","Upper Oxford",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"110",571093,"Y","Y","N","N","Penn",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"111",571125,"Y","Y","N","N","New London",3,5,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"112",571154,"N","N","N","Y","Westtown 3",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"113",571160,"N","Y","N","Y","W Nottingham",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"114",571763,"N","N","N","Y","Westtown 1",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"115",573182,"N","N","N","Y","Franklin",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",76,"F"
"116",573212,"Y","Y","N","N","Westtown 3",6,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",55,"F"
"117",575768,"N","Y","N","N","Birmingham 2",6,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",66,"F"
"118",575777,"Y","Y","N","N","London Grove S",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"119",575850,"N","N","Y","N","London Britain",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"120",575886,"Y","N","N","N","Thornbury 1",6,1,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"121",576247,"Y","N","N","Y","Penn",3,7,"Y","N","N","Y","N","N","N","N","N","polls","N","N","N","N",40,"F"
"122",577896,"N","N","Y","Y","Thornbury 1",6,10,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"123",577938,"N","Y","N","N","W Nottingham",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"124",577949,"N","Y","Y","N","Birmingham 2",6,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"125",577950,"Y","Y","N","N","W Fallowfield",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"126",578488,"N","Y","Y","N","Oxford W",3,8,"N","Y","Y","N","N","N","N","N","N","polls","N","N","N","N",73,"F"
"127",578508,"N","N","Y","Y","Franklin",3,10,"N","N","N","Y","B","X","X","X","X","mail","X","X","X","X",68,"F"
"128",578533,"N","N","Y","N","Westtown 2",6,3,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"129",578638,"N","Y","Y","N","London Grove S",3,8,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"130",580799,"Y","N","N","Y","East Nottingham East",3,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",52,"F"
"131",581858,"N","N","N","Y","New London",3,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",59,"M"
"132",581938,"Y","N","N","Y","Birmingham 2",6,7,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"133",583093,"Y","Y","N","N","Westtown 4",6,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",38,"F"
"134",584732,"Y","Y","N","N","London Grove S",3,5,"Y","Y","N","N","N","N","N","N","N","polls","N","N","N","N",70,"F"
"135",584796,"Y","N","N","N","Westtown 2",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"136",584866,"Y","N","N","N","Westtown 3",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"137",585771,"N","N","Y","N","Franklin",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"138",585880,"N","N","N","Y","Oxford W",3,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",70,"M"
"139",585901,"N","Y","Y","N","London Britain",3,8,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"140",587586,"N","N","Y","N","Birmingham 2",6,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"141",587587,"N","N","Y","N","Birmingham 2",6,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"142",588497,"N","N","N","Y","W Nottingham",3,4,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"143",588506,"N","Y","N","Y","Westtown 3",6,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"144",588516,"N","N","Y","N","Lower Oxford E",3,3,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"145",588524,"N","Y","N","Y","Elk",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"146",588553,"Y","N","Y","N","Birmingham 2",6,6,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"147",588592,"Y","N","N","Y","Elk",3,7,"Y","N","N","Y","B","X","X","X","X","mail","X","X","X","X",84,"F"
"148",589369,"N","Y","Y","N","London Grove S",3,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"149",589495,"Y","Y","N","N","Oxford E",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"150",590594,"N","N","N","Y","Westtown 3",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"151",590660,"Y","N","Y","N","Oxford W",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"152",590681,"Y","N","N","N","Elk",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"153",590773,"N","Y","Y","N","Oxford E",3,8,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"154",591631,"N","N","N","Y","Franklin",3,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"155",592469,"N","Y","N","Y","Elk",3,9,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",58,"M"
"156",592552,"Y","Y","N","N","London Grove Ch",3,5,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"157",592578,"N","N","Y","N","Penn",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"158",592632,"N","Y","Y","N","Westtown 1",6,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"159",592633,"N","N","Y","Y","Penn",3,10,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",71,"F"
"160",594275,"N","Y","N","N","West Grove 1",3,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",80,"F"
"161",595250,"Y","N","Y","N","London Grove S",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"162",595257,"N","N","N","Y","West Grove 1",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",44,"F"
"163",595324,"N","N","Y","Y","New London",3,10,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",40,"F"
"164",595337,"N","N","N","Y","Westtown 2",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"165",595343,"N","N","Y","N","East Nottingham East",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"166",595356,"N","N","Y","N","Westtown 2",6,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"167",595360,"N","Y","Y","N","New London",3,8,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"168",595361,"N","Y","Y","N","New London",3,8,"N","Y","N","N","N","N","N","N","N","polls","N","N","N","N",46,"F"
"169",595855,"Y","N","Y","N","Penn",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"170",595894,"N","N","N","Y","Westtown 2",6,4,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"171",595996,"Y","N","Y","N","East Nottingham West",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"172",596723,"Y","N","Y","N","Thornbury 2",6,6,"Y","N","Y","N","B","X","X","X","X","mail","X","X","X","X",62,"F"
"173",597607,"Y","N","Y","N","London Grove S",3,6,"Y","N","Y","N","B","X","X","X","X","mail","X","X","X","X",47,"F"
"174",597608,"N","Y","N","N","Upper Oxford",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"175",597639,"N","Y","Y","N","Penn",3,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"176",597724,"Y","N","N","N","Westtown 2",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"177",597765,"Y","N","N","N","Lower Oxford E",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"178",597788,"N","Y","Y","N","Penn",3,8,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",52,"F"
"179",597789,"N","N","N","Y","W Nottingham",3,4,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"180",598089,"Y","N","N","Y","Birmingham 2",6,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"181",598107,"N","N","Y","N","W Nottingham",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"182",598156,"N","Y","N","N","Birmingham 1",6,2,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"183",598188,"N","Y","Y","N","East Nottingham East",3,8,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"184",598268,"Y","N","N","N","Oxford W",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"185",598996,"Y","N","Y","N","Birmingham 2",6,6,"Y","N","N","N","B","X","X","X","X","mail","X","X","X","X",62,"F"
"186",599781,"N","Y","N","Y","West Grove 2",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"187",599828,"N","Y","N","Y","London Grove Ch",3,9,"N","Y","N","Y","N","N","N","N","N","N","N","N","N","N",38,"M"
"188",600659,"N","N","Y","N","Penn",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"189",600701,"Y","N","N","N","London Grove S",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"190",600710,"Y","N","Y","N","Oxford E",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"191",600769,"Y","N","N","N","W Nottingham",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"192",601099,"N","N","Y","Y","Franklin",3,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"193",601145,"N","Y","N","Y","East Nottingham West",3,9,"N","Y","N","Y","N","N","N","N","N","N","N","N","N","N",37,"M"
"194",601148,"N","Y","N","Y","Lower Oxford E",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",37,"F"
"195",601178,"Y","N","Y","N","London Britain",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"196",601195,"N","N","Y","Y","Penn",3,10,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",83,"M"
"197",601339,"N","Y","Y","N","Oxford W",3,8,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"198",602168,"Y","Y","N","N","Elk",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"199",602252,"Y","N","N","N","Westtown 3",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"200",602290,"Y","N","N","Y","London Grove S",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",56,"M"
"201",602335,"Y","N","Y","N","Oxford W",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"202",602997,"N","Y","N","Y","Oxford E",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",43,"F"
"203",603098,"N","N","N","Y","Oxford W",3,4,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",66,"F"
"204",603142,"N","Y","N","N","East Nottingham West",3,2,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"205",603182,"Y","N","Y","N","Westtown 1",6,6,"Y","N","N","N","B","X","X","X","X","mail","X","X","X","X",36,"F"
"206",603414,"N","Y","N","Y","New London",3,9,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",85,"M"
"207",603429,"Y","N","N","N","Oxford E",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"208",603539,"N","N","Y","Y","Westtown 3",6,10,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"209",604315,"N","N","Y","Y","Elk",3,10,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",71,"M"
"210",604330,"N","N","Y","N","East Nottingham East",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"211",604366,"Y","N","N","Y","London Grove S",3,7,"Y","N","N","Y","N","N","N","N","N","polls","N","N","N","N",45,"F"
"212",604375,"Y","Y","N","N","Thornbury 1",6,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"213",604404,"Y","N","N","Y","Birmingham 1",6,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"214",604496,"N","Y","Y","N","Birmingham 2",6,8,"N","Y","N","N","B","X","X","X","X","mail","X","X","X","X",46,"F"
"215",604595,"Y","N","Y","N","Westtown 4",6,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"216",604615,"N","Y","Y","N","Londonderry",3,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"217",604621,"N","N","Y","N","Elk",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"218",604663,"Y","Y","N","N","Franklin",3,5,"Y","Y","N","N","A","Y","Y","X","Y","N","N","N","N","N",38,"M"
"219",605028,"N","Y","Y","N","Penn",3,8,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
