"","VanID","mail.itt","phone.itt","lit.itt","text.itt","precinct","zone","group","mail.pp","phone.pp","lit.pp","text.pp","applied","mail.apply","phone.apply","lit.apply","text.apply","voted","mail.voted","phone.voted","lit.voted","text.voted","age","sex"
"8288",16654478,"N","N","Y","Y","New London",3,10,"N","N","N","Y","B","X","X","X","X","mail","X","X","X","X",79,"F"
"8289",16654478,"N","N","Y","Y","New London",3,10,"N","N","N","Y","B","X","X","X","X","mail","X","X","X","X",78,"F"
"8290",16654505,"N","N","Y","Y","New London",3,10,"N","N","N","Y","A","Y","Y","X","Y","mail","Y","Y","X","Y",48,"F"
"8291",16654530,"N","N","Y","N","London Grove S",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8292",16654606,"N","N","N","Y","Westtown 5",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8293",16660023,"N","Y","N","Y","Oxford W",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",63,"F"
"8294",16660026,"N","Y","Y","N","Birmingham 2",6,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8295",16663283,"Y","N","N","N","East Nottingham East",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8296",16666926,"Y","N","N","N","Birmingham 2",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8297",16666937,"Y","N","N","N","East Nottingham West",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8298",16673661,"N","Y","Y","N","London Grove S",3,8,"N","N","Y","N","B","X","X","X","X","N","N","N","N","N",NA,NA
"8299",16673698,"Y","N","N","Y","London Grove S",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",36,"F"
"8300",16673702,"N","N","N","Y","Franklin",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",46,"F"
"8301",16673736,"N","N","N","Y","London Grove S",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",50,"M"
"8302",16675448,"Y","Y","N","N","London Britain",3,5,"Y","N","N","N","B","X","X","X","X","mail","X","X","X","X",35,"M"
"8303",16676220,"N","N","N","Y","W Nottingham",3,4,"N","N","N","Y","N","N","N","N","N","polls","N","N","N","N",37,"F"
"8304",16676245,"Y","Y","N","N","London Grove S",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",40,"F"
"8305",16676247,"N","Y","N","Y","Birmingham 2",6,9,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8306",16684011,"N","N","N","Y","Elk",3,4,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8307",16684669,"N","Y","N","N","Thornbury 1",6,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",35,"M"
"8308",16685191,"Y","N","N","Y","London Grove S",3,7,"Y","N","N","Y","N","N","N","N","N","polls","N","N","N","N",37,"M"
"8309",16694284,"N","N","Y","N","Londonderry",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8310",16694507,"Y","N","N","N","London Britain",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8311",16695657,"Y","N","N","N","Westtown 3",6,1,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8312",16695748,"Y","N","N","N","Westtown 3",6,1,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8313",16699013,"Y","N","Y","N","Elk",3,6,"Y","N","N","N","B","X","X","X","X","mail","X","X","X","X",67,"F"
"8314",16701875,"N","Y","N","N","London Britain",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8315",16702269,"N","Y","N","Y","Oxford W",3,9,"N","N","N","Y","N","N","N","N","N","polls","N","N","N","N",29,"F"
"8316",16706507,"N","Y","N","N","London Grove Ch",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8317",16707224,"N","Y","Y","N","Westtown 4",6,8,"N","Y","N","N","N","N","N","N","N","polls","N","N","N","N",56,"M"
"8318",16707310,"N","N","N","Y","East Nottingham East",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",87,"F"
"8319",16707489,"N","N","N","Y","Penn",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",44,"M"
"8320",16709490,"N","Y","N","N","Penn",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8321",16710347,"N","N","Y","N","London Grove S",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8322",16712305,"N","N","Y","Y","Penn",3,10,"N","N","N","Y","A","Y","Y","X","Y","N","N","N","N","N",72,"F"
"8323",16717638,"N","Y","Y","N","East Nottingham West",3,8,"N","Y","Y","N","N","N","N","N","N","N","N","N","N","N",54,"F"
"8324",16726677,"Y","N","N","N","Westtown 3",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8325",16729599,"N","N","N","Y","Birmingham 1",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8326",16741834,"N","Y","Y","N","Franklin",3,8,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",31,"M"
"8327",16744082,"Y","Y","N","N","Lower Oxford W",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",29,"F"
"8328",16744869,"N","N","N","Y","Highland",3,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8329",16745135,"Y","N","N","Y","Londonderry",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",28,"M"
"8330",16746017,"N","N","Y","N","Franklin",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8331",16747285,"Y","N","Y","N","London Grove Ch",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8332",16751033,"Y","Y","N","N","New London",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",30,"M"
"8333",16751992,"N","N","N","Y","Penn",3,4,"N","N","N","Y","N","N","N","N","N","polls","N","N","N","N",29,"F"
"8334",16753378,"Y","N","Y","N","Londonderry",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8335",16754769,"N","Y","N","Y","Oxford W",3,9,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8336",16754802,"N","Y","N","Y","Oxford W",3,9,"N","Y","N","N","N","N","N","N","N","polls","N","N","N","N",58,"F"
"8337",16757775,"N","Y","N","N","East Nottingham West",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8338",16758311,"N","N","Y","Y","London Britain",3,10,"N","N","Y","Y","N","N","N","N","N","N","N","N","N","N",31,"F"
"8339",16758425,"N","N","Y","Y","Westtown 4",6,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8340",16759144,"Y","N","Y","N","New London",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8341",16769704,"Y","N","N","Y","Thornbury 2",6,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8342",16769890,"Y","N","Y","N","Londonderry",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8343",16770209,"N","Y","N","N","W Nottingham",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8344",16770287,"N","Y","Y","N","Birmingham 1",6,8,"N","Y","Y","N","N","N","N","N","N","N","N","N","N","N",31,"M"
"8345",16770377,"N","N","Y","N","East Nottingham East",3,3,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8346",16770378,"N","N","Y","N","East Nottingham East",3,3,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8347",16770393,"Y","N","Y","N","London Britain",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8348",16770397,"Y","N","Y","N","London Britain",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8349",16770417,"N","Y","N","N","Elk",3,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",58,"F"
"8350",16770493,"Y","N","N","Y","Westtown 1",6,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8351",16770608,"N","Y","Y","N","New London",3,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8352",16770629,"N","N","Y","N","New London",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8353",16770632,"N","N","Y","Y","London Grove Ch",3,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8354",16770707,"Y","N","Y","N","Lower Oxford E",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8355",16772597,"N","Y","N","N","Thornbury 2",6,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8356",16775468,"N","Y","Y","N","Lower Oxford W",3,8,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8357",16775525,"N","N","Y","Y","New London",3,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8358",16775794,"N","Y","N","Y","Oxford W",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",31,"F"
"8359",16775835,"Y","N","Y","N","London Britain",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8360",16775851,"N","N","Y","N","London Grove Ch",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8361",16777112,"Y","N","N","Y","Westtown 3",6,7,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8362",16782965,"N","N","N","Y","Thornbury 2",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8363",16789583,"Y","N","Y","N","Upper Oxford",3,6,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8364",16801458,"N","N","Y","N","East Nottingham West",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8365",16816666,"Y","N","Y","N","Thornbury 2",6,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8366",16819349,"N","Y","N","Y","Upper Oxford",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",32,"M"
"8367",16821768,"N","N","Y","N","East Nottingham West",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8368",16826933,"N","Y","N","N","Lower Oxford E",3,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",74,"M"
"8369",16826952,"Y","Y","N","N","Oxford W",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8370",16826970,"N","N","Y","Y","New London",3,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",30,"F"
"8371",16827108,"Y","N","Y","N","Thornbury 2",6,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8372",16827111,"Y","Y","N","N","London Grove Ch",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8373",16827151,"Y","N","Y","N","Lower Oxford W",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8374",16827163,"N","N","Y","Y","Franklin",3,10,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",66,"M"
"8375",16827184,"N","N","Y","Y","Franklin",3,10,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",66,"F"
"8376",16827191,"Y","Y","N","N","East Nottingham East",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8377",16827203,"N","Y","N","Y","West Grove 1",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",29,"F"
"8378",16829803,"N","N","N","Y","Franklin",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",31,"F"
"8379",16829809,"Y","N","N","N","London Grove S",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8380",16829818,"N","Y","Y","N","New London",3,8,"N","N","N","N","A","Y","Y","X","Y","mail","Y","Y","X","Y",66,"F"
"8381",16829886,"N","Y","N","N","Londonderry",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8382",16829893,"N","N","N","Y","Westtown 3",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8383",16829950,"Y","N","Y","N","New London",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8384",16829998,"N","N","N","Y","W Nottingham",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",68,"F"
"8385",16830047,"Y","Y","N","N","Westtown 1",6,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",44,"F"
"8386",16830077,"N","Y","N","N","London Britain",3,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",61,"F"
"8387",16830102,"Y","N","Y","N","Westtown 3",6,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8388",16830130,"Y","Y","N","N","Upper Oxford",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",31,"F"
"8389",16830217,"N","N","Y","N","Upper Oxford",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8390",16830218,"N","Y","N","Y","West Grove 2",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",28,"F"
"8391",16830229,"N","N","N","Y","East Nottingham East",3,4,"N","N","N","Y","N","N","N","N","N","polls","N","N","N","N",31,"F"
"8392",16830261,"N","N","N","Y","Westtown 1",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8393",16830263,"N","Y","N","N","Thornbury 1",6,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8394",16840656,"N","N","N","Y","London Britain",3,4,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8395",16842773,"N","N","N","Y","Penn",3,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8396",16843783,"Y","N","N","N","West Grove 1",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8397",16844915,"Y","N","Y","N","East Nottingham East",3,6,"Y","N","Y","N","B","X","X","X","X","mail","X","X","X","X",35,"M"
"8398",16845774,"N","N","N","Y","Birmingham 2",6,4,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8399",16854207,"Y","N","N","N","London Britain",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8400",16854997,"N","Y","N","Y","Upper Oxford",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",31,"F"
"8401",16858633,"Y","N","Y","N","New London",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8402",16862759,"N","Y","Y","N","Westtown 2",6,8,"N","Y","Y","N","N","N","N","N","N","N","N","N","N","N",29,"M"
"8403",16862814,"N","Y","Y","N","Penn",3,8,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8404",16864257,"Y","N","N","Y","East Nottingham West",3,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",59,"M"
"8405",16864765,"Y","N","Y","N","London Grove S",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8406",16870678,"Y","Y","N","N","New London",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",54,"F"
"8407",16870695,"N","Y","N","Y","East Nottingham East",3,9,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",29,"F"
"8408",16870735,"N","N","Y","Y","London Britain",3,10,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8409",16870745,"N","N","Y","N","Westtown 1",6,3,"N","N","N","N","B","X","X","X","X","mail","X","X","X","X",52,"F"
"8410",16870765,"Y","N","Y","N","Penn",3,6,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8411",16870766,"Y","N","Y","N","Birmingham 2",6,6,"Y","N","N","N","B","X","X","X","X","mail","X","X","X","X",38,"F"
"8412",16870948,"Y","N","N","N","Thornbury 2",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8413",16871110,"N","N","Y","Y","Thornbury 1",6,10,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8414",16871131,"N","Y","N","Y","Highland",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8415",16871265,"N","N","N","Y","East Nottingham West",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",30,"M"
"8416",16871293,"N","Y","Y","N","Oxford W",3,8,"N","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8417",16871327,"N","Y","N","Y","Oxford W",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",33,"M"
"8418",16871407,"Y","N","Y","N","Thornbury 2",6,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8419",16871505,"N","Y","N","Y","East Nottingham East",3,9,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",50,"M"
"8420",16871543,"N","N","Y","Y","Westtown 5",6,10,"N","N","N","N","A","Y","Y","X","X","mail","Y","Y","X","X",79,"F"
"8421",16871676,"N","Y","N","Y","Birmingham 1",6,9,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",28,"M"
"8422",16871791,"Y","N","N","N","Westtown 3",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8423",16871817,"Y","N","N","Y","Lower Oxford E",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",29,"M"
"8424",16873134,"N","Y","N","N","Penn",3,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",41,"F"
"8425",16873174,"Y","N","N","N","West Grove 1",3,1,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8426",16873913,"Y","Y","N","N","Thornbury 1",6,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8427",16875334,"N","Y","N","Y","Westtown 3",6,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8428",16887806,"N","Y","Y","N","New London",3,8,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",30,"M"
"8429",16888989,"N","N","N","Y","Londonderry",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",42,"M"
"8430",16891224,"N","N","Y","N","Oxford W",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8431",16891227,"Y","N","N","N","London Grove Ch",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8432",16891712,"Y","N","N","N","East Nottingham West",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8433",16900352,"Y","N","Y","N","Oxford E",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8434",16901770,"N","Y","N","Y","East Nottingham West",3,9,"N","Y","N","Y","N","N","N","N","N","N","N","N","N","N",29,"F"
"8435",16902153,"N","N","Y","N","London Grove S",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8436",16905302,"Y","N","N","N","East Nottingham West",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8437",16908986,"Y","N","N","Y","London Grove S",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",34,"F"
"8438",16909359,"N","N","N","Y","East Nottingham East",3,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8439",16911256,"Y","Y","N","N","London Grove S",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8440",16912440,"Y","N","N","Y","West Grove 1",3,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8441",16913495,"N","N","N","Y","London Grove S",3,4,"N","N","N","Y","B","X","X","X","X","N","N","N","N","N",28,"M"
"8442",16916287,"N","N","Y","Y","Thornbury 1",6,10,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8443",16917292,"N","N","N","Y","West Grove 1",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",31,"F"
"8444",16917887,"Y","N","N","Y","Birmingham 1",6,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8445",16926930,"Y","N","N","Y","London Britain",3,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",43,"M"
"8446",16926937,"N","Y","N","N","London Grove S",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8447",16926964,"N","N","Y","N","New London",3,3,"N","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8448",16926998,"Y","Y","N","N","Westtown 5",6,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8449",16927037,"Y","N","N","N","London Grove S",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8450",16927043,"Y","N","N","Y","London Britain",3,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8451",16927050,"N","Y","N","N","London Britain",3,2,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",37,"F"
"8452",16927113,"N","N","Y","N","West Grove 1",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8453",16927178,"N","N","Y","N","East Nottingham East",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8454",16927324,"N","N","Y","Y","Penn",3,10,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",29,"F"
"8455",16927355,"N","N","Y","N","East Nottingham West",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8456",16927421,"Y","N","Y","N","Lower Oxford E",3,6,"Y","N","Y","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8457",16927460,"N","N","N","Y","Westtown 2",6,4,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8458",16927500,"Y","Y","N","N","New London",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8459",16927805,"N","N","Y","N","Birmingham 2",6,3,"N","N","N","N","A","Y","Y","X","X","N","N","N","N","N",NA,NA
"8460",16927904,"N","N","Y","N","London Grove S",3,3,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8461",16927994,"Y","N","N","Y","Franklin",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",28,"M"
"8462",16928144,"Y","N","Y","N","East Nottingham West",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8463",16928185,"Y","N","N","Y","W Nottingham",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",56,"F"
"8464",16928191,"Y","N","N","Y","W Nottingham",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",28,"F"
"8465",16928230,"Y","Y","N","N","London Grove S",3,5,"Y","N","N","N","A","Y","Y","Y","Y","N","N","N","N","N",NA,NA
"8466",16928284,"N","Y","N","Y","East Nottingham East",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",31,"F"
"8467",16928336,"N","Y","N","N","W Nottingham",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8468",16928337,"Y","Y","N","N","Westtown 1",6,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8469",16928340,"Y","Y","N","N","London Grove S",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8470",16928344,"N","Y","N","N","New London",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8471",16928397,"Y","N","N","N","East Nottingham East",3,1,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8472",16928415,"Y","N","N","N","Westtown 2",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8473",16928436,"Y","N","Y","N","East Nottingham West",3,6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8474",16928466,"Y","Y","N","N","London Britain",3,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8475",16928499,"N","Y","N","Y","Upper Oxford",3,9,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",43,"M"
"8476",16928914,"Y","N","N","N","West Grove 1",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8477",16931054,"Y","Y","N","N","New London",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",39,"F"
"8478",16935560,"Y","N","N","Y","Lower Oxford W",3,7,"Y","N","N","Y","N","N","N","N","N","N","N","N","N","N",28,"M"
"8479",16937807,"N","Y","N","N","East Nottingham East",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8480",16946315,"Y","N","N","N","London Grove Ch",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8481",16949388,"N","N","Y","Y","London Grove S",3,10,"N","N","Y","Y","N","N","N","N","N","N","N","N","N","N",28,"F"
"8482",16949413,"N","N","Y","N","Highland",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8483",16955226,"N","Y","N","N","Oxford W",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8484",16955281,"Y","N","N","Y","Oxford W",3,7,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8485",16955441,"N","Y","N","Y","Londonderry",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",28,"M"
"8486",16955547,"Y","N","N","N","East Nottingham West",3,1,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8487",16955567,"N","Y","N","Y","Franklin",3,9,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8488",16955569,"Y","N","N","N","East Nottingham West",3,1,"Y","N","N","N","N","N","N","N","N","polls","N","N","N","N",NA,NA
"8489",16955585,"N","N","Y","N","London Grove S",3,3,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8490",16955625,"Y","N","N","Y","Westtown 3",6,7,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8491",16955648,"N","Y","N","Y","Highland",3,9,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N",30,"F"
"8492",16955691,"N","Y","N","N","Highland",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8493",16955717,"Y","Y","N","N","West Grove 2",3,5,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",53,"F"
"8494",16955784,"N","N","N","Y","Penn",3,4,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N",67,"M"
"8495",16955807,"Y","N","N","N","Highland",3,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8496",16955812,"N","Y","N","N","W Nottingham",3,2,"N","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8497",16955842,"Y","Y","N","N","Westtown 1",6,5,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8498",16955923,"N","N","Y","Y","Birmingham 1",6,10,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8499",16955924,"N","Y","Y","N","East Nottingham East",3,8,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N",NA,NA
"8500",16955966,"Y","N","N","N","Thornbury 2",6,1,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N",NA,NA
